STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
72555699999,AINSWORTH MUNICIPAL,1943-02-24,2014-06-04,NE,US,42.579,-100,789
72555694975,AINSWORTH MUNICIPAL ARPT,2006-01-01,2020-04-08,NE,US,42.57694,-100.00056,787.6
72344199999,ALBION MUNI,2004-08-24,2014-06-09,NE,US,41.733,-98.05,550
72344154921,ALBION MUNICIPAL AIRPORT,2006-01-01,2020-04-08,NE,US,41.73,-98.05444,548.34
72563599999,ALLIANCE MUNI,1942-11-22,2014-06-09,NE,US,42.05,-102.8,1198
72563524044,ALLIANCE MUNICIPAL AIRPORT,2006-01-01,2020-04-08,NE,US,42.05732,-102.80169,1196.29
72551304901,ARRA MUNI-AL POTTER FLD AP,2006-01-01,2020-04-08,NE,US,40.89306,-97.99722,548.34
72551399999,AURORA MUNI AL POTT,1998-04-08,2014-06-04,NE,US,40.9,-97.983,550
72551599999,BEATRICE MUNI,1973-01-01,2014-06-09,NE,US,40.3,-96.75,404
72551594947,BEATRICE MUNICIPAL AIRPORT,2006-01-01,2020-04-08,NE,US,40.30139,-96.75389,403.56
72040599999,BLAIR MUNI AIRPORT,2008-01-07,2018-04-30,NE,US,41.4166666,-96.1166666,403.9
72040500436,BLAIR MUNICIPAL AIRPORT,2009-01-01,2020-04-07,NE,US,41.41167,-96.10861,395.94
72097899999,BRAVO (PINE BLUFFS),2013-02-26,2020-04-07,NE,US,41.5166666,-104,1607.21
72553394957,BRENNER FIELD AIRPORT,2000-01-01,2020-04-08,NE,US,40.07912,-95.58928,298.76
72562804935,BREWSTER FIELD AIRPORT,2006-01-01,2020-04-08,NE,US,40.45,-99.33917,702.26
72562899999,BREWSTER FLD,1973-01-01,2014-06-09,NE,US,40.45,-99.333,704
72555599999,BROKEN BOW MUNI,1973-01-01,2014-06-09,NE,US,41.433,-99.65,776
72555594946,BROKEN BOW MUNICIPAL ARPT,2006-01-01,2020-04-08,NE,US,41.43653,-99.63851,771.12
74911099999,BRUNING AAF,1943-01-01,1945-01-01,NE,US,40.333,-97.417,471
72555199999,BURWELL MUNI,1977-09-01,1980-10-29,NE,US,41.783,-99.15,664
72552014935,CENTRAL NEBRASKA REGIONAL AIRPORT,1973-01-01,2020-04-08,NE,US,40.96146,-98.31304,561.67
72563699999,CHADRON MUNI,2000-01-01,2014-06-04,NE,US,42.833,-103.1,1005
72563624017,CHADRON MUNICIPAL AIRPORT,1973-01-01,2020-04-08,NE,US,42.83736,-103.09806,1003.03
99999924017,CHADRON MUNICIPAL AP,1948-01-01,1955-01-01,NE,US,42.837,-103.098,1004.6
72097999999,CHARLIE (GERING),2013-02-26,2020-04-07,NE,US,41.5833333,-103.666666,1370.99
72556599999,COLUMBUS MUNI,1973-01-01,2014-06-02,NE,US,41.45,-97.333,440
72556594951,COLUMBUS MUNICIPAL AIRPORT,2006-01-01,2020-04-08,NE,US,41.448,-97.34264,441.05
72563499999,COZAD MUNI,1985-11-07,1991-04-04,NE,US,40.869111,-100.004222,762.6
72552899999,CRAM FLD,1981-01-21,1981-04-29,NE,US,41.776694,-99.14975,665.07
72098199999,DELTA (KIMBALL),2013-08-01,2020-03-25,NE,US,41.3666666,-103.8,1545.95
72098299999,ECHO (PINE BLUFFS),2014-05-14,2020-04-07,NE,US,41.1166666,-103.983333,1609.34
72552494958,EVELYN SHARP FIELD AIRPORT,2006-01-01,2020-04-08,NE,US,41.62342,-98.94887,627.45
72552499999,EVELYN SHARP FLD,1981-08-06,2014-05-07,NE,US,41.617,-98.95,631
74911299999,FAIRMONT AAF,1943-02-01,1945-10-31,NE,US,40.583,-97.567,500
72553399999,FALLS CITY/BRENNER,1981-09-04,2014-06-02,NE,US,40.083,-95.6,300
72098399999,FOXTROT (DIX),2014-12-15,2020-04-07,NE,US,41.3666666,-103.483333,1452.98
72556499999,FREMONT MUNI,1995-11-28,2014-06-02,NE,US,41.449,-96.52,367
72556404924,FREMONT MUNICIPAL AIRPORT,2006-01-01,2020-04-08,NE,US,41.44889,-96.52,366.67
72098499999,GOLF (SIDNEY),2014-05-14,2020-04-07,NE,US,41.2166666,-103.1,1333.5
72563799999,GORDON MUNI,1974-01-14,2020-04-07,NE,US,42.805972,-102.17525,1085.69
99999914935,GRAND ISLAND ARPT,1948-01-01,1972-12-31,NE,US,40.961,-98.314,565.7
99999994077,HARRISON 20 SSE,2003-08-27,2020-04-08,NE,US,42.4247,-103.7363,1342.95
74911199999,HARVARD AAF,1943-08-08,1946-01-17,NE,US,40.65,-98.083,554
72552599999,HASTINGS MUNI,1973-01-01,2014-06-09,NE,US,40.605,-98.428,598
72552594949,HASTINGS MUNICIPAL AIRPORT,2006-01-01,2020-04-08,NE,US,40.60021,-98.42637,591.05
99999924020,HAYES CENTER,1948-01-01,1950-11-01,NE,US,40.517,-101.017,926.9
72212499999,HEBRON MUNI,2004-05-25,2014-06-02,NE,US,40.15,-97.583,447
72212404998,HEBRON MUNICIPAL AIRPORT,2006-01-01,2020-04-08,NE,US,40.14917,-97.58667,448.97
72098599999,HOTEL (GURLEY),2013-08-27,2020-04-07,NE,US,41.3166666,-102.833333,1262.79
99999924091,IMPERIAL FAA AP,1950-12-01,1954-12-31,NE,US,40.51,-101.62,997.6
72562699999,IMPERIAL MUNI,2000-01-01,2014-06-09,NE,US,40.509,-101.621,997
72562624091,IMPERIAL MUNICIPAL AIRPORT,1973-04-01,2020-04-08,NE,US,40.51063,-101.62432,996.45
72098699999,INDIA (SIDNEY),2013-08-29,2020-04-07,NE,US,41.05,-102.866666,1292.96
72562414994,JIM KELLY FIELD AIRPORT,2005-01-01,2020-04-08,NE,US,40.78861,-99.77083,733.04
72562499999,JIM KELLY FLD,1997-01-31,2014-06-09,NE,US,40.791,-99.777,735
72556014941,KARL STEFAN MEMORIAL AIRPORT,1973-01-01,2020-04-08,NE,US,41.97988,-97.4335,476.19
72552699999,KEARNEY MUNI,1943-03-15,2014-06-02,NE,US,40.717,-99,649
72552614905,KEARNEY MUNICIPAL AIRPORT,2006-01-01,2020-04-08,NE,US,40.73333,-99,649.22
72098899999,KILO (DIX),2014-12-15,2020-03-26,NE,US,41.1333333,-103.483333,1439.27
72566599999,KIMBALL MUNI R E ARR,2003-05-12,2014-05-14,NE,US,41.18,-103.67,1501
72566594073,KMBAL MUNI/R E ARRAJ FD AP,2006-01-01,2020-04-08,NE,US,41.18944,-103.67083,1491.69
99999914994,LEXINGTON,1951-01-01,1955-01-01,NE,US,40.789,-99.771,735.5
99999994996,LINCOLN 11 SW,2002-01-15,2020-04-08,NE,US,40.6954,-96.8541,418.19
99999994995,LINCOLN 8 ENE,2002-01-15,2020-04-08,NE,US,40.8484,-96.5651,362.41
99999914904,LINCOLN AFB,1954-07-01,1964-06-15,NE,US,40.85,-96.767,356
99999914939,LINCOLN AIR BASE,1948-01-01,1972-12-31,NE,US,40.851,-96.748,362.4
72551014939,LINCOLN MUNICIPAL AIRPORT,1942-10-01,2020-04-08,NE,US,40.84781,-96.76467,356.73
72562594040,MC COOK MUNICIPAL AIRPORT,2006-01-01,2020-04-08,NE,US,40.204,-100.59039,779.41
72562599999,MCCOOK RGNL,1973-01-01,2014-06-09,NE,US,40.2,-100.583,782
72030899999,MILLARD,2004-05-25,2014-06-09,NE,US,41.196,-96.112,320
72030804992,MILLARD AIRPORT,2006-01-01,2020-04-08,NE,US,41.19611,-96.11194,319.74
72567024032,MILLER FIELD AIRPORT,1948-01-01,2020-04-08,NE,US,42.85855,-100.55141,790.95
72562799999,MULLEN / HOOKER COUNTY,1973-01-01,1995-06-09,NE,US,42.05,-101.07,994
72554199999,NEBRASKA CITY MUNI,2004-05-10,2014-06-04,NE,US,40.6,-95.867,354
72554104993,NEBRASKA CITY MUNI AIRPORT,2006-01-01,2020-04-08,NE,US,40.60639,-95.86361,351.43
99999914941,NORFOLK KARL STEFAN MEM ARPT,1948-01-01,1972-12-31,NE,US,41.986,-97.435,472.7
99999924023,NORTH PLATTE LEE BIRD FIELD,1948-01-01,1972-12-31,NE,US,41.121,-100.669,849.5
72562024023,NORTH PLATTE RGNL AP LEE BIRD FD AP,1973-01-01,2020-04-08,NE,US,41.12199,-100.66895,841.92
72554099999,OFFUTT AFB,2000-01-01,2014-06-09,NE,US,41.117,-95.9,321
72554014949,OFFUTT AFB AIRPORT,1948-01-12,2020-04-08,NE,US,41.11667,-95.91667,319.13
72553094918,OMAHA,1973-01-01,1994-01-02,NE,US,41.367,-96.017,405.7
72229199999,PLATTSMOUTH MUNI,2006-11-21,2018-05-15,NE,US,40.95025,-95.917889,366.36
72229100470,PLATTSMOUTH MUNICIPAL AIRPORT,2006-11-21,2020-04-08,NE,US,40.94836,-95.91735,367.28
99999924028,SCOTTSBLUFF W B HEILIG FIEL,1948-01-01,1972-12-31,NE,US,41.871,-103.593,1206.4
72562194063,SEARLE FIELD AIRPORT,2006-01-01,2020-04-08,NE,US,41.11917,-101.76806,990.6
72562199999,SEARLE FLD,1997-01-31,2014-06-02,NE,US,41.117,-101.767,999
72561099999,SIDNEY MUNI (AMOS),2000-01-01,2014-06-09,NE,US,41.1,-102.983,1312
72561024030,SIDNEY MUNICIPAL AIRPORT,1977-08-27,2020-04-08,NE,US,41.09926,-102.98642,1306.83
72563024030,SIDNEY MUNICIPAL AP,1973-01-01,1977-08-19,NE,US,41.099,-102.986,1312.5
99999924030,SIDNEY MUNICIPAL AP,1948-06-01,1955-01-01,NE,US,41.099,-102.986,1312.5
72552799999,TEKAMAH MUNI,1995-11-28,2014-06-02,NE,US,41.767,-96.183,313
72552794978,TEKAMAH MUNICIPAL AIRPORT,2006-01-01,2020-04-08,NE,US,41.76304,-96.17973,312.01
72556604957,THE O'NEILL MUNI-JOHN L BAKER FIELD AIRPORT,2006-01-01,2020-04-08,NE,US,42.46972,-98.68806,619.05
72556699999,THE ONEILL MUNI J BA,1953-08-04,2014-06-02,NE,US,42.47,-98.688,619
72221199999,THOMAS COUNTY,2004-09-04,2014-06-02,NE,US,41.967,-100.567,892
72221194087,THOMAS COUNTY AIRPORT,2006-01-01,2020-04-08,NE,US,41.96444,-100.56861,888.19
72094299999,WAHOO MUNI,2011-05-17,2018-05-15,NE,US,41.241333,-96.594028,373.07
72094200323,WAHOO MUNICIPAL AIRPORT,2011-05-17,2020-04-08,NE,US,41.233,-96.6,373.08
72224199999,WAYNE MUNI,2005-07-24,2007-12-31,NE,US,42.25,-96.983,436
72224154925,WAYNE MUNICIPAL AIRPORT,2006-01-01,2020-04-08,NE,US,42.24222,-96.98306,434.04
72566024028,WESTERN NE REGIONAL/HEILIG FIELD AP,1943-01-20,2020-04-08,NE,US,41.87466,-103.60112,1205.98
99999994079,WHITMAN 5 ENE,2004-09-12,2020-04-08,NE,US,42.068,-101.445,1139.95
72551299999,YORK MUNI,2004-05-10,2014-06-09,NE,US,40.897,-97.623,509
72551214989,YORK MUNICIPAL AIRPORT,2006-01-01,2020-04-08,NE,US,40.89417,-97.62583,507.19
