STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
72545799999,ALGONA,1995-04-30,2014-06-09,IA,US,43.078,-94.272,372
72545704904,ALGONA MUNICIPAL AIRPORT,2006-01-01,2020-04-08,IA,US,43.07778,-94.27194,371.55
72547299999,AMES MUNI,1997-01-31,2014-06-09,IA,US,42,-93.617,291
72547294989,AMES MUNICIPAL AIRPORT,2006-01-01,2020-04-08,IA,US,41.99045,-93.61852,281.46
72546604938,ANKENY REGIONAL AIRPORT,2006-01-01,2020-04-08,IA,US,41.69111,-93.56611,277.37
72546699999,ANKENY REGIONAL ARP,1973-01-01,2014-06-02,IA,US,41.683,-93.55,277
72546899999,ARTHUR N NEU,1995-04-30,2014-06-09,IA,US,42.05,-94.783,367
72546804910,ARTHUR N. NEU AIRPORT,2006-01-01,2020-04-08,IA,US,42.04611,-94.78889,366.98
74911399999,ATLANTIC IOWA CAA,1948-06-02,1951-01-01,IA,US,41.45,-95.066,353
72545399999,ATLANTIC MUNI,1948-06-02,2014-06-09,IA,US,41.4,-95.05,360
72545314930,ATLANTIC MUNICIPAL AIRPORT,2006-01-01,2020-04-08,IA,US,41.40722,-95.04667,360.27
72549899999,AUDUBON CO,1997-08-12,2014-06-04,IA,US,41.7,-94.917,392
72549894998,AUDUBON COUNTY AIRPORT,2006-01-01,2020-04-08,IA,US,41.7,-94.91667,392.28
72548699999,BOONE MUNI,1973-01-01,2014-06-09,IA,US,42.05,-93.85,354
72548604906,BOONE MUNICIPAL AIRPORT,2006-01-01,2020-04-08,IA,US,42.04944,-93.8475,353.57
99999914931,BURLINGTON MUNICIPAL AP,1948-01-01,1972-12-31,IA,US,40.783,-91.125,214
72227499999,CENTERVILLE MUNI,2009-06-01,2018-05-15,IA,US,40.684,-92.901,313
72227454939,CENTERVILLE MUNICIPAL AIRPORT,2009-05-10,2020-04-08,IA,US,40.684,-92.901,311.84
72546999999,CHARITON MUNI,1995-04-30,2014-05-14,IA,US,41.017,-93.367,320
72546904913,CHARITON MUNICIPAL AIRPORT,2006-01-01,2020-04-08,IA,US,41.01944,-93.35944,320.04
72546399999,CHARLES CITY MUNI,1995-04-30,2014-06-04,IA,US,43.067,-92.617,343
72546314966,CHARLES CITY MUNICIPAL APT,2006-01-01,2020-04-08,IA,US,43.072504,-92.610809,342.9
72034499999,CHEROKEE MUNI,2005-04-06,2014-06-09,IA,US,42.733,-95.55,374
72034454920,CHEROKEE MUNICIPAL AIRPORT/,2006-01-01,2020-04-08,IA,US,42.73167,-95.55583,373.68
72545899999,CLARION MUNI,1995-04-30,2014-06-09,IA,US,42.75,-93.767,354
72545804907,CLARION MUNICIPAL AIRPORT,2006-01-01,2020-04-08,IA,US,42.74167,-93.75889,354.18
72547399999,CLINTON MUNI,1988-01-05,2014-06-09,IA,US,41.833,-90.333,216
72547394979,CLINTON MUNICIPAL AIRPORT,2006-01-01,2020-04-08,IA,US,41.83333,-90.33333,213.36
72593999999,COUNCIL BLUFFS,1995-04-30,1995-05-31,IA,US,41.267,-95.767,382
72549799999,COUNCIL BLUFFS MUNI,1995-07-27,2014-06-09,IA,US,41.267,-95.767,382
72549704908,COUNCIL BLUFFS MUNI ARPT,2006-01-01,2020-04-08,IA,US,41.25944,-95.75972,381.91
72547499999,CRESTON MUNI,1995-04-30,2014-05-14,IA,US,41.017,-94.367,396
72547404915,CRESTON MUNICIPAL AIRPORT,2006-01-01,2020-04-08,IA,US,41.00722,-94.36306,394.41
74455099999,DAVENPORT MUNI,2010-03-05,2016-11-02,IA,US,41.617,-90.583,230
74455094982,DAVENPORT MUNICIPAL AIRPT,2005-01-01,2020-04-08,IA,US,41.61334,-90.59484,227.52
72547699999,DECORAH MUNI,1995-04-30,2014-06-09,IA,US,43.276,-91.739,353
72547604916,DECORAH MUNICIPAL AIRPORT,2006-01-01,2020-04-08,IA,US,43.27528,-91.73917,352.65
72547799999,DENISON MUNICIPAL,1995-04-30,2014-06-02,IA,US,41.986,-95.38,389
